year,environment_authority,region,department,municipality,category,sector,result
2019,CORTOLIMA,Central,Tolima,San Sebastián de Mariquita,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORTOLIMA,Central,Tolima,Chaparral,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Chaparral,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Coyaima,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Guamo,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CRA,Caribbean,Atlántico,Sabanagrande,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CRA,Caribbean,Atlántico,Soledad,Sustainable goods and services from natural resources,Biocommerce,Ideal
2016,CAR,Central,Cundinamarca,Guachetá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CSB,Caribbean,Bolívar,Santa Rosa del Sur,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Intermediate
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,EPA BARRANQUILLA VERDE,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,EPA CARTAGENA,Caribbean,Bolívar,Cartagena de indias,Industrial eco-products,Non-conventional renewable energy sources,Satisfactory
2019,EPA CARTAGENA,Caribbean,Bolívar,Cartagena de indias,Industrial eco-products,Non-conventional renewable energy sources,Satisfactory
2019,EPA CARTAGENA,Caribbean,Bolívar,Cartagena de indias,Industrial eco-products,Non-conventional renewable energy sources,Satisfactory
2020,CORNARE,Cofee belt and Antioquia,Antioquia,La Ceja,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Waste recovery and valorization,Satisfactory
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Waste recovery and valorization,Satisfactory
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Sustainable construction,Satisfactory
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Waste recovery and valorization,Satisfactory
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Waste recovery and valorization,Intermediate
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Waste recovery and valorization,Satisfactory
2020,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Sustainable construction,Satisfactory
2014,AMVA,Cofee belt and Antioquia,Antioquia,La Estrella,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,AMVA,Cofee belt and Antioquia,Antioquia,Sabaneta,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,AMVA,Cofee belt and Antioquia,Antioquia,Itagüí,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,AMVA,Cofee belt and Antioquia,Antioquia,La Estrella,Sustainable goods and services from natural resources,Biocommerce,Ideal
2014,AMVA,Cofee belt and Antioquia,Antioquia,Sabaneta,Sustainable goods and services from natural resources,Biocommerce,Advanced
2014,CAM,Central,Huila,Neiva,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CAM,Central,Huila,Pitalito,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2014,CAM,Central,Huila,Neiva,Sustainable goods and services from natural resources,Sustainable agrosystems,Advanced
2014,CAM,Central,Huila,Neiva,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2014,CAM,Central,Huila,Pitalito,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2014,CAM,Central,Huila,Garzón,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORANTIOQUIA,Cofee belt and Antioquia,Antioquia,Medellín,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CAM,Central,Huila,Rivera,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CAM,Central,Huila,Santa María,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAM,Central,Huila,Pitalito,Sustainable goods and services from natural resources,Biocommerce,Advanced
2014,CAM,Central,Huila,San Agustín,Industrial eco-products,Waste recovery and valorization,Satisfactory
2014,CAM,Central,Huila,Teruel,Industrial eco-products,Waste recovery and valorization,Satisfactory
2014,CAM,Central,Huila,Campoalegre,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2014,CAM,Central,Huila,Neiva,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2014,CAM,Central,Huila,Rivera,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2014,CAM,Central,Huila,Rivera,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAM,Central,Huila,Pitalito,Sustainable goods and services from natural resources,Biocommerce,Advanced
2016,CVS,Caribbean,Córdoba,Los Córdobas,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2014,CAM,Central,Huila,Villavieja,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAM,Central,Huila,Villavieja,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAM,Central,Huila,Campoalegre,Sustainable goods and services from natural resources,Biocommerce,Ideal
2014,CAR,Central,Cundinamarca,Nocaima,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAR,Central,Cundinamarca,Guatavita,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CAR,Central,Cundinamarca,San Francisco,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CAR,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAR,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CAR,Central,Boyacá,Chiquinquirá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CAR,Central,Cundinamarca,La Calera,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2014,CAR,Central,Cundinamarca,San Francisco,Industrial eco-products,Waste recovery and valorization,Ideal
2014,CARDER,Cofee belt and Antioquia,Risaralda,Marsella,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Sustainable goods and services from natural resources,Biocommerce,Ideal
2014,CARDER,Cofee belt and Antioquia,Risaralda,Pereira,Sustainable goods and services from natural resources,Biocommerce,Ideal
2014,CARDER,Cofee belt and Antioquia,Risaralda,Pereira,Sustainable goods and services from natural resources,Biocommerce,Advanced
2014,CARDER,Cofee belt and Antioquia,Risaralda,Pueblo Rico,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CARDIQUE,Caribbean,Bolívar,El Carmen de Bolívar,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CDA,Amazon,Guaviare,San José del Guaviare,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2014,CDMB,Santanderes,Santander,Bucaramanga,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2014,CODECHOCÓ,Pacific,Chocó,Bahía Solano,Sustainable goods and services from natural resources,Biocommerce,Ideal
2014,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,Providencia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,Providencia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,Providencia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,Providencia,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,Providencia,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORANTIOQUIA,Cofee belt and Antioquia,Antioquia,Medellín,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORNARE,Cofee belt and Antioquia,Antioquia,Guarne,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2014,CORPOAMAZONÍA,Amazon,Putumayo,Valle del Guamuez,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORPOAMAZONÍA,Amazon,Caquetá,Florencia,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CORPOBOYACÁ,Central,Boyacá,Panqueba,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORPOBOYACÁ,Central,Boyacá,El Cocuy,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CORPOBOYACÁ,Central,Boyacá,Tuluá,Sustainable goods and services from natural resources,Biocommerce,Advanced
2014,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manizales,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Industrial eco-products,Waste recovery and valorization,Ideal
2015,AMVA,Cofee belt and Antioquia,Antioquia,La Estrella,Industrial eco-products,Waste recovery and valorization,Ideal
2014,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,CVC,Pacific,Valle Del Cauca,Cali,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,CVC,Pacific,Valle Del Cauca,Riofrío,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,SDA,Central,Cundinamarca,"Bogotá, D.C.",Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2014,SDA,Central,Cundinamarca,"Bogotá, D.C.",Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2014,SDA,Central,Cundinamarca,"Bogotá, D.C.",Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,SDA,Central,Cundinamarca,"Bogotá, D.C.",Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2014,SDA,Central,Cundinamarca,"Bogotá, D.C.",Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2014,SDA,Central,Cundinamarca,"Bogotá, D.C.",Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2015,AMVA,Cofee belt and Antioquia,Antioquia,La Estrella,Industrial eco-products,Waste recovery and valorization,Ideal
2015,CAM,Central,Huila,Neiva,Sustainable goods and services from natural resources,Biocommerce,Advanced
2015,CAM,Central,Huila,Villavieja,Sustainable goods and services from natural resources,Biocommerce,Ideal
